transaction_id,original_cost,length,path
104,30.56,3,"[np.str_('02b8cf6f5fce8561d9b8c5180b8e1113803ddf6560a24c28de8d2d7914ba035e6c'), '0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399_trg']"
105,1.06,2,"[np.str_('0271cb8f1171847877e070e44f2137b95ab0056ed72dfe345bb1409cdee5de997d'), '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266', '039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400_trg']"
106,7.0,2,"[np.str_('0319b565f91688b1efb9f8d43ea2b043ee781292a2737fa8a1e4d403b1b13e76b4'), '03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5_trg']"
107,,-1,[]
108,0.06,2,"[np.str_('02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '037cc080c5dc8f93adc60ef89b5fbc5d83bbafa931888aa47c8e5a08de6f35d6b5_trg']"
109,,-1,[]
110,1.12,3,"[np.str_('0372b06465e770cf5bf39c65de8dc2425cf649a6eab00cf08d192f0edf35fa5cf5'), '03c2c348fac3e4953a797ba632ae8379bd4ae0ccc8d2598b7207eb62019fcbd875', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276_trg']"
111,,-1,[]
112,3.24,5,"[np.str_('02a209432db157f414e668dbce5ee0f986dedd7b9ecbbdb4cf9a47215e85f70d5c'), '03038c30c32821a3f61eb37d64347575bda0c609fa0b4238d45a138947e1f4edce', '0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a', '02c9ab41feddfb2035ee21b50ea44d20897fa0ef5282ffc107f8f3cb31877571f0_trg']"
113,,-1,[]
114,0.061,2,"[np.str_('028dac95bd6a24694325b926f57dfb78b9106a05b107a1cc74d64b8c087e042d4d'), '033dd79123e7c386655f72d3eed186c071ef3b4a625d3fb9f613635e6483ff6823', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
115,,-1,[]
116,,-1,[]
117,0.12,3,"[np.str_('03d0dd77ea5a466547fe9bd0c221266ea0a2f6c6dd5ad282ddac01e6f33a4a7619'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
118,0.18,4,"[np.str_('03952f8756c036669440e06c782c7f21732886ccf04052e0e6e792f8f5a490f6aa'), '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '02e588464f41b295e8c20fd1e1362437f40375cae6a8155cf20a9a9e2ec9b3b2e4', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '027c85f2a86e1d29f772ab75a7c4afbb957cc095934e61120406b9c132311de729_trg']"
119,,-1,[]
120,1.6800000000000002,4,"[np.str_('0392600bfeb472a7757cd911bf64929c5d73b01e39d425f9ee6c86f8b5969f4a34'), '03f456e8c3479654da4498b64c1aa80656a33561d52f3444f5930f5c4a410a6fb6', '035ee4232e84202c4c7a70f479beba74a424b7ee6235123400071844fa2efedd7e', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961_trg']"
121,3.43,3,"[np.str_('027bdcfe79c7ecab414465137e234beea15a11b672753fe2dc6bd579868a3d7976'), '0290fb6ecd5865f7a973e1d48ffbc2612f80f6a2defbd6a188928bd0492bc2847e', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02059220fa2153fb6d7768d7d67c6b86f441f83b7046aea492f2018f7b800edfa9_trg']"
122,,-1,[]
123,1.9200000000000002,3,"[np.str_('0361c37f8b01ea5f0b926abded5ed0300d5130a0654b0b5a4ff6241dfd0316cc15'), '03957c801187ade4aaeee6ca1e3f23eeb7413a84558ff1f3543cb41f5f86da609a', '039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400', '02dda24009e7ac8f7f8d0074e831f4a5e8ff5a8f6f72e069c798f5feb40ceb6227_trg']"
124,0.12,3,"[np.str_('03fcf7df6900853b7b233f695efb2be5a45da9c9d3ea6cbfc6c2e74bfb6a8aed80'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02c16cca44562b590dd279c942200bdccfd4f990c3a69fad620c10ef2f8228eaff', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
125,1.12,3,"[np.str_('035bb2749325deda9b1f6b3b1b6ae6ba1b8b629d3a219d2d6fc14ac45857405e3e'), '034a0fa8e6d83688f3e19c2bcb93fb9d6f366d6c937dbc3c744cb21db6e093958b', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
126,1.06,2,"[np.str_('03ab75012c0a552ddb0194f43d57d9af2a83a86cc2a96abf0134c6d9349819c8a8'), '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520', '031506bd1e40e9cb16ddbe536d8291c2e800a957acefba4511730e909d8d1bfd3e_trg']"
127,0.12,3,"[np.str_('036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8'), '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '030043d0a2cfb69d80867094eb030f8abde7a5dc36e1a0faece73e614cf779bde8_trg']"
128,0.22,3,"[np.str_('033f142bfa5185797a8251cfbe47d64c525b922610b2856c6bbcdd5b812505a17b'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '0222476406555defceacbc04093146b9cf677cb7b24daddeb3fc4f280b1efdbf69_trg']"
129,7.180999999999999,5,"[np.str_('03c63e8146aba2eda617489e08ae0fbe08d54e686c0f296d697c33cd67de4acc08'), '028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675', '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '03345d99a94e2fc8a69698f8bbec6bea5a4e8dbaf8b313085bb9710f6014765e45', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '026c7d28784791a4b31a64eb34d9ab01552055b795919165e6ae886de637632efb_trg']"
130,0.121,3,"[np.str_('02009947c197575f5a948e1e4343c41dc2e6122a9bd644629afb919f30e1115ff8'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
131,1.06,2,"[np.str_('020211194bc7e5830673f87346e77f125c9eca59b308c041f9a54a62be8374f344'), '023e8b9d0c52dc22d07f70a69624e2457df5760ca0b4d87a5df460b08863f46448', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
132,,-1,[]
133,0.06,2,"[np.str_('02459b759a62bc3ebfe98a320da237944cc4f35456384bd8fdefa7d0340c75f46f'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520_trg']"
134,30.56,3,"[np.str_('02b8cf6f5fce8561d9b8c5180b8e1113803ddf6560a24c28de8d2d7914ba035e6c'), '0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
135,1.2400000000000002,5,"[np.str_('03e8d533afa31ea292c0bd4b40eeb7987baf69bd70479ba298188c6f9eabfcabff'), '034cfb8dcb453372e8f13915cc770bcd7bb0f0809dd1b47c0c3b43b969ff9ff3b7', '0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff', '02c16cca44562b590dd279c942200bdccfd4f990c3a69fad620c10ef2f8228eaff', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '021d9deaf090a021c6e464e3becc5296161e8aaf5de3c7a1d517838cd74525834f_trg']"
136,0.181,4,"[np.str_('03d0dd77ea5a466547fe9bd0c221266ea0a2f6c6dd5ad282ddac01e6f33a4a7619'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961_trg']"
137,8.06,3,"[np.str_('026844fe6d8c9dc51a291f67cf50d6236d4ea92abd665cbbbffce4cc9e49edd481'), '023062afced94dc97f5d756f94099b46b25407df418d3b4cf43d03dea3417cdc43', '028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2', '0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078_trg']"
138,2.18,4,"[np.str_('0250a7b4a1e37d1f47aafa08a80898956e500211288f9728d54909c8653be04132'), '024cb8d75de288f7b4f36acc8877c98dd48e5174fe8db35a9c2331dc8ed76dd204', '02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d_trg']"
139,,-1,[]
140,7.0,2,"[np.str_('037b2e1248179b70e710831db916afe0b9d157d9b4a31cbfda653775ae8a93ff55'), '028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2', '02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d_trg']"
141,1.12,3,"[np.str_('02d4531a2f2e6e5a9033d37d548cff4834a3898e74c3abe1985b493c42ebbd707d'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02628d8e2f33869db7417c8da48947d441dcd839e0a3ce5e91f9c790d1131cf9f7', '030e53eb818a2f7e0d48fd954d8a4c9645383b545952d9e4d51f32cbd85e26470a_trg']"
142,1.12,3,"[np.str_('0356be6cfe1a94eb09564cd51ad9d5fda4f90a7f8c6832cfb8c993f8be2a0a68d7'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
143,,-1,[]
144,1.06,2,"[np.str_('0214ec84c84827dd4911de56d2ecb77d367c6f24c658b8acfe4826b01968e45594'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
145,1.12,3,"[np.str_('036fda475a47bc45f90ac43fd61c3ab8bbc0bcfed64aaab46d6166d6415de4e056'), '029a8741675c4c9078b577ddc4348d602d2fb45a12e6087b617925997a84f4c02e', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078_trg']"
146,1.12,3,"[np.str_('035e42db5087f7d1497db5e3d57c4414ed24bc1ffcf5343344e267ff63c04d82c1'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '032e42afae47fafc446608e34d42c4483179014a49aa409110108cb00617395910', '02db3728efc65b608c028e873fc5270a5c927df90077a1074da3b22316f71f7584_trg']"
147,,-1,[]
148,,-1,[]
149,,-1,[]
150,2.18,4,"[np.str_('0327e003e3c742db9a77f436e672bd42bd4a302ec0f92f0486c4fe09143bcfb0b9'), '023f5e3582716bed96f6f26cfcd8037e07474d7b4743afdc8b07e692df63464d7e', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
151,1.24,5,"[np.str_('02b974116054be17576e6e8ed4110422e5a9d8775156fd829aa2eeb8aded87b290'), '0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266', '034a6cbcc24be5ff1a3777e047933898ec6557ece040982cade99a47026c7f86e2_trg']"
152,0.492,5,"[np.str_('024a2e265cd66066b78a788ae615acdc84b5b0dec9efac36d7ac87513015eaf6ed'), '0200072fd301cb4a680f26d87c28b705ccd6a1d5b00f1b5efd7fe5f998f1bbb1f1', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03345d99a94e2fc8a69698f8bbec6bea5a4e8dbaf8b313085bb9710f6014765e45', '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675_trg']"
153,7.0,2,"[np.str_('03b72d20a8a76753f5ba10fedb2d27cc43e7b885c48d4e796a5e7202498723ea84'), '028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5_trg']"
154,0.788,3,"[np.str_('020de4c7b3fcca7eac8fe5ac0fb9c87400db5a931baec35251fe7c55f0d0f91773'), '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278', '03ed88bb37c8c53c509d9a355e5a103614ebd30c98b7895ea4ccaddee262db190d_trg']"
155,1.63,2,"[np.str_('023f5e3582716bed96f6f26cfcd8037e07474d7b4743afdc8b07e692df63464d7e'), '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3', '0348eb55a7cd2332c3bcf5cf1bd81732d96d99caa56290de57eb02fac3c997d217_trg']"
156,,-1,[]
157,1.06,2,"[np.str_('032896e441c7c3fa425ebaf57ebeff687f90dd59ae645346f03d60ecbe14c4220c'), '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266', '03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d_trg']"
158,0.06,2,"[np.str_('02d0771fa0292563ecfcee7d994256827f999ff080f88b28c4a1faa96f5a61785a'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '027a0eaffb8e103f9059d2d40b7c2d8993affc169168ca1808f752ee36ccf196ee_trg']"
159,,-1,[]
160,0.12,3,"[np.str_('0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf'), '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03634bda49c9c42afd876d8288802942c49e58fbec3844ff54b46143bfcb6cdfaf_trg']"
161,1.12,3,"[np.str_('03f9f50529564517dad007ce0f711ec0bf0a83d9cb4dd00d78a6e5cc3238d5d448'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '038df0bd2fad1bfe42d177f18ea5e33543e2b855ef369d06bd94b81d2c87187c82_trg']"
162,,-1,[]
163,,-1,[]
164,,-1,[]
165,,-1,[]
166,,-1,[]
167,7.0,2,"[np.str_('02707e06fa4ad34d6f935f5f4a1ca3a77697e24ae3f57dcd1eab036d6a23288115'), '03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f', '0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961_trg']"
168,,-1,[]
169,0.06,2,"[np.str_('02b65dbae39dc11c2577c318ebb82696651377be09187b1a9b0364a417a1d96815'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d_trg']"
170,7.180999999999999,5,"[np.str_('0381ace79abf177cb3094b7a63c1f09cad9f72775112340bb0dd18fce2929f7940'), '028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675', '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '03345d99a94e2fc8a69698f8bbec6bea5a4e8dbaf8b313085bb9710f6014765e45', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520_trg']"
171,2.12,3,"[np.str_('0326f1d06748f019ecd98484eb23ba7367b1361e0ee6e38234d73afcc976dfdb3d'), '02354f446c12c9759409f533cc180dd400ace7e2efd93d4791c6147a883ca37cf0', '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '0216d9f16d8296114685c7c0f958264272e590fd7aa0d94899fa9b91f6b6db89fb_trg']"
172,0.18,4,"[np.str_('02271fa10ae9a6862757042097d70b72119b67e1629b91711be0e6f81093913016'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e_trg']"
173,1.06,2,"[np.str_('025b59ab9bc5541542f99688bb42df49404dab8fb32454387c7b1be86560ffda3f'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '03fcf9e53678d18e51f0e2da4515caa64c517e3f8cc804809b44ecc165d214b3fd_trg']"
174,,-1,[]
175,8.121,4,"[np.str_('03914b8d180e7528fc47b9265db24336348b7165f6ad7fa351d26df6e360902365'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675', '03d63720b1c3de689cdd52b1fd11cbfd33653f737433bf5341bdcc90ad62af022a_trg']"
176,,-1,[]
177,,-1,[]
178,1.12,3,"[np.str_('0288674fb377d7f5ac97196cbd1d4d42a8ccb69e12d5651ea2a5017b0f6065f2e4'), '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266', '02731b798b39a09f9f14e90ee601afb6ebb796d6e5797de14582a978770b33700f', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
179,30.56,3,"[np.str_('020c9badbd185699271c1acc5bf0af1dcab42c1dbafc011a0a305c75e3836c64a6'), '0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c_trg']"
180,1.12,3,"[np.str_('0288074e112a3c33a7aa305df5544d9fc0fc92eeff8721bb21f81771b806b8042e'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
181,,-1,[]
182,1.12,3,"[np.str_('02e67c53f29274814a870de0ddf19760a4c327b800bd99c45c81a34d053f8e80d8'), '022457e61da38e1a7cac56a054eb0ef225d84dfc6b932dfa119ad7fe6fbecdb71d', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0312c02755c6a3475f872be27e71fdb7703a61a25777401a26125e1c772c7e0f6a_trg']"
183,,-1,[]
184,0.49,4,"[np.str_('035f4278d12e27f3411829bda3086b51141324e5c6b217fb56fbe780b408015a05'), '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b_trg']"
185,1.12,3,"[np.str_('037a3b5518b90c9f2ce4034342f0a36a29ac71ab5f7beb00ef17995ad8ffae5ef9'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03c613267a1745d08984621be6a710487cb97eb595f7672a550cbd10a6f70c873f_trg']"
186,,-1,[]
187,0.183,3,"[np.str_('02d1a573d26567d50bfa2b808c7ee5db68f5f41f8f18e2d035f8e8251a6d30426c'), '03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601', '031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
188,0.06,2,"[np.str_('02316000fd8baccf0ea45cadea711663feed67b68997de307e878441be7e9de34f'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d_trg']"
189,,-1,[]
190,1.06,2,"[np.str_('0251325d14723f7c44d109acad89e65f5285d487d9ec95a7d9ff667b48ad1b3efa'), '03321fab5e3db6c378e23e9cceb522325dc4f6b0c68819944569128d34cba9cca3', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
191,,-1,[]
191,,-1,[]
192,0.0,1,"[np.str_('032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3'), '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda_trg']"
193,0.182,4,"[np.str_('035ef1c0ef3c3273820abeb6136a3c79736d7af4e1cb8783410eb022b5a46390a3'), '02f8220c901057c536fc8b4fdffd4f88b8ddd9cf811af03bbf85dd2c1eb25a7262', '031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0256812a1cb2539a5500f3c1c20db5ed7626e3878a552e3356c032c7bec2b3060e_trg']"
194,,-1,[]
195,0.8470000000000002,4,"[np.str_('035f804103054d1d24aa4b1cbe29a90c06af2695c93adb6e7501dc143cffbc09bd'), '03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02b3877314aff657216ceac039244fe94e7116af10cfffac0232fefa5903c62a58_trg']"
196,1.28,4,"[np.str_('02e7c2b4cb7d9ebf11e02bc9a6db4ed9d5b48b5a77f5ab9ffd9102adfca0add902'), '027e8a9c0afcf99078d71b97fd53d53968ac376f9e1320337e352269c8bcc42b61', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '02baf5476270b437cb04ff2683b0866bbeb8f24353377b9b66415cf72ba61083d9_trg']"
197,1.1800000000000002,4,"[np.str_('03238a2390825bff5d987c3f6cd7a648969a524143d984e8b446f9695942bfbe21'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0326a9d6f9117165441df5fe86f4d8bf773c0db4563de55383f0b072c1886732ad_trg']"
198,2.15,3,"[np.str_('02c65b3982834573d0a1bdeb313489ad95fa3c13e8d3ac5e16871a6dc03aa40d30'), '032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
199,0.0,1,"[np.str_('03d0087b718ce9259b36485995094a2065a378135925f9a71a5daf2500300fe662'), '02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d_trg']"
200,0.619,3,"[np.str_('02e9fa6b495d07ce19796b06b5c0f51a401dbb48935c3aafe54067c89299add0ed'), '0207d58b94bd3946bf7eb8c27cea6cc29d147485efb33f284894e59062592f398a', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '026a7077a9aa576b241be423a7cbfafa1f1944018c733cd4526344ba9b66c1e0ef_trg']"
201,,-1,[]
202,0.181,4,"[np.str_('0268b84ff41b75477349c1b1a8ab77213294884f7816028bec6704b325718c89d0'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e_trg']"
